model,outcome,horizon,n,event,partial_r2,excluded_instrument_wald_F_hc3,excluded_instrument_wald_chi2_hc3,relevance_p_value_hc3,excluded_instrument_wald_chi2,excluded_instrument_wald_F,excluded_instrument_df,relevance_p_value,diagnostic_type
joint,lbrent,10,427,military_conflict,0.379615270563,33.2235102173,99.6705306518,1.82951618429e-21,112.784862649,37.5949542162,3,2.76022457505e-24,joint excluded-instrument relevance; not conditional strength
joint,lbrent,10,427,diplomatic_tension,0.768720124515,141.021366065,423.064098195,2.23338918596e-91,467.531459286,155.843819762,3,5.18328377937e-101,joint excluded-instrument relevance; not conditional strength
joint,lbrent,10,427,nuclear_threat,0.543564808546,43.4065868686,130.219760606,4.84969326141e-28,147.870914025,49.2903046749,3,7.58626830938e-32,joint excluded-instrument relevance; not conditional strength
joint,lbrent,11,426,military_conflict,0.379539220248,33.1902629013,99.570788704,1.92212563829e-21,112.682748363,37.560916121,3,2.90352093412e-24,joint excluded-instrument relevance; not conditional strength
joint,lbrent,11,426,diplomatic_tension,0.768786410937,141.07746287,423.232388611,2.05355607344e-91,467.870939382,155.956979794,3,4.37567206846e-101,joint excluded-instrument relevance; not conditional strength
joint,lbrent,11,426,nuclear_threat,0.543928897979,43.4026556752,130.207967026,4.87815777116e-28,147.858053709,49.2860179032,3,7.63487875994e-32,joint excluded-instrument relevance; not conditional strength
joint,lbrent,12,425,military_conflict,0.37953065455,33.1524750017,99.457425005,2.03308644921e-21,112.564196039,37.5213986798,3,3.079240768e-24,joint excluded-instrument relevance; not conditional strength
joint,lbrent,12,425,diplomatic_tension,0.768826319239,141.395773189,424.187319566,1.27536073811e-91,469.097861879,156.36595396,3,2.37240161175e-101,joint excluded-instrument relevance; not conditional strength
joint,lbrent,12,425,nuclear_threat,0.544400594724,43.529280035,130.587840105,4.04008549074e-28,148.294134764,49.4313782546,3,6.14807808196e-32,joint excluded-instrument relevance; not conditional strength
joint,lbrent,13,424,military_conflict,0.380641067743,33.138951775,99.416855325,2.0743334733e-21,112.564957999,37.5216526663,3,3.07807810052e-24,joint excluded-instrument relevance; not conditional strength
joint,lbrent,13,424,diplomatic_tension,0.768556864998,141.236286278,423.708858833,1.61914428156e-91,468.874135751,156.291378584,3,2.65256828213e-101,joint excluded-instrument relevance; not conditional strength
joint,lbrent,13,424,nuclear_threat,0.545949825371,43.3709337715,130.112801314,5.11404368557e-28,147.821549234,49.2738497448,3,7.77456473785e-32,joint excluded-instrument relevance; not conditional strength
joint,lbrent,14,423,military_conflict,0.382109611417,32.1109957703,96.332987311,9.54608386225e-21,109.253136393,36.417712131,3,1.58877287312e-23,joint excluded-instrument relevance; not conditional strength
joint,lbrent,14,423,diplomatic_tension,0.770673669469,142.957171478,428.871514435,1.23266965899e-92,477.240983102,159.080327701,3,4.07993595194e-103,joint excluded-instrument relevance; not conditional strength
joint,lbrent,14,423,nuclear_threat,0.548231382689,42.8646335789,128.593900737,1.08662130253e-27,146.257218184,48.7524060615,3,1.69077896484e-31,joint excluded-instrument relevance; not conditional strength
joint,lbrent,15,422,military_conflict,0.377445903071,31.0939875781,93.2819627342,4.32017287553e-20,105.859031743,35.2863439143,3,8.53794416796e-23,joint excluded-instrument relevance; not conditional strength
joint,lbrent,15,422,diplomatic_tension,0.772109989547,140.534540003,421.603620008,4.62760017116e-91,470.658628258,156.886209419,3,1.08890585342e-101,joint excluded-instrument relevance; not conditional strength
joint,lbrent,15,422,nuclear_threat,0.550517335808,43.0177368011,129.053210403,8.65172805918e-28,146.696816257,48.8989387522,3,1.35916535616e-31,joint excluded-instrument relevance; not conditional strength
joint,lbrent,16,421,military_conflict,0.376766175737,31.1682291781,93.5046875342,3.86940470029e-20,106.165056172,35.3883520573,3,7.33696224526e-23,joint excluded-instrument relevance; not conditional strength
joint,lbrent,16,421,diplomatic_tension,0.777818616807,137.95043399,413.851301969,2.21176742675e-89,462.09145864,154.030486213,3,7.82267944627e-100,joint excluded-instrument relevance; not conditional strength
joint,lbrent,16,421,nuclear_threat,0.550925234254,43.9060081723,131.718024517,2.30577783382e-28,149.675109217,49.8917030722,3,3.09635605488e-32,joint excluded-instrument relevance; not conditional strength
joint,lbrent,17,420,military_conflict,0.37683167467,31.5529197439,94.6587592317,2.1859966025e-20,107.500299222,35.833433074,3,3.78648761918e-23,joint excluded-instrument relevance; not conditional strength
joint,lbrent,17,420,diplomatic_tension,0.777766772437,136.08001976,408.24005928,3.63291546302e-88,456.867820396,152.289273465,3,1.05973226533e-98,joint excluded-instrument relevance; not conditional strength
joint,lbrent,17,420,nuclear_threat,0.550907699608,43.8540997753,131.562299326,2.49103422932e-28,149.524733282,49.8415777608,3,3.3364851932e-32,joint excluded-instrument relevance; not conditional strength
joint,lbrent,18,419,military_conflict,0.376334168237,31.2526082084,93.7578246252,3.41390198202e-20,106.627757857,35.5425859523,3,5.83403407459e-23,joint excluded-instrument relevance; not conditional strength
joint,lbrent,18,419,diplomatic_tension,0.80786467447,163.796433327,491.389299982,3.50512340051e-106,555.265168722,185.088389574,3,5.01962102427e-120,joint excluded-instrument relevance; not conditional strength
joint,lbrent,18,419,nuclear_threat,0.551835480039,44.2533881734,132.76016452,1.3746926381e-28,150.776700038,50.2589000125,3,1.7914926269e-32,joint excluded-instrument relevance; not conditional strength
joint,lbrent,19,418,military_conflict,0.378388317715,32.4963539276,97.4890617828,5.38673261674e-21,110.303787301,36.7679291002,3,9.43967969983e-24,joint excluded-instrument relevance; not conditional strength
joint,lbrent,19,418,diplomatic_tension,0.805699282194,173.469742889,520.409228668,1.80101163305e-112,584.717221588,194.905740529,3,2.0721559923e-126,joint excluded-instrument relevance; not conditional strength
joint,lbrent,19,418,nuclear_threat,0.551981948876,45.0130474784,135.039142435,4.43581858788e-29,153.223192956,51.0743976522,3,5.31393046409e-33,joint excluded-instrument relevance; not conditional strength
joint,lbrent,20,417,military_conflict,0.378557543028,32.4849541727,97.454862518,5.47869373014e-21,110.267717598,36.7559058659,3,9.60992348049e-24,joint excluded-instrument relevance; not conditional strength
joint,lbrent,20,417,diplomatic_tension,0.804679487405,171.136278515,513.408835545,5.92520059979e-111,577.458164352,192.486054784,3,7.7625302584e-125,joint excluded-instrument relevance; not conditional strength
joint,lbrent,20,417,nuclear_threat,0.551930564656,45.0520951775,135.156285533,4.18525608806e-29,153.375653194,51.1252177314,3,4.92632139399e-33,joint excluded-instrument relevance; not conditional strength
joint,lbrent,21,416,military_conflict,0.378933174772,32.4893385603,97.4680156808,5.44314084614e-21,110.316961584,36.7723205281,3,9.37825365208e-24,joint excluded-instrument relevance; not conditional strength
joint,lbrent,21,416,diplomatic_tension,0.804804664825,170.823813276,512.471439829,9.4593360425e-111,576.499780029,192.166593343,3,1.25243262268e-124,joint excluded-instrument relevance; not conditional strength
joint,lbrent,21,416,nuclear_threat,0.551308157391,45.008496563,135.025489689,4.46598022472e-29,153.221528632,51.0738428774,3,5.31832584147e-33,joint excluded-instrument relevance; not conditional strength
joint,lbrent,22,415,military_conflict,0.381251620481,32.1763456211,96.5290368632,8.66335707513e-21,109.434151389,36.4780504629,3,1.45247273255e-23,joint excluded-instrument relevance; not conditional strength
joint,lbrent,22,415,diplomatic_tension,0.803594597777,166.382751313,499.14825394,7.29887863134e-108,561.480564638,187.160188213,3,2.25643792942e-121,joint excluded-instrument relevance; not conditional strength
joint,lbrent,22,415,nuclear_threat,0.551990552002,45.1085564205,135.325669262,3.84776783509e-29,153.560082253,51.1866940843,3,4.49502487969e-33,joint excluded-instrument relevance; not conditional strength
joint,lbrent,23,414,military_conflict,0.378561671458,31.9221166899,95.7663500698,1.26361213987e-20,108.566441921,36.1888139736,3,2.23270296093e-23,joint excluded-instrument relevance; not conditional strength
joint,lbrent,23,414,diplomatic_tension,0.803131917999,165.163965597,495.491896792,4.52515949484e-107,557.15463371,185.718211237,3,1.95485180656e-120,joint excluded-instrument relevance; not conditional strength
joint,lbrent,23,414,nuclear_threat,0.551714512164,45.0948174911,135.284452473,3.92729731642e-29,153.510301199,51.1701003997,3,4.60757498635e-33,joint excluded-instrument relevance; not conditional strength
joint,lbrent,24,413,military_conflict,0.378859831752,31.9088119532,95.7264358597,1.28882028021e-20,108.529860504,36.1766201679,3,2.2735401841e-23,joint excluded-instrument relevance; not conditional strength
joint,lbrent,24,413,diplomatic_tension,0.803131292879,164.357393784,493.072181352,1.5135949509e-106,554.667699454,184.889233151,3,6.76358251735e-120,joint excluded-instrument relevance; not conditional strength
joint,lbrent,24,413,nuclear_threat,0.551405143922,45.0316377943,135.094913383,4.31471021488e-29,153.31971948,51.10657316,3,5.0651277367e-33,joint excluded-instrument relevance; not conditional strength
joint,lbrent,25,412,military_conflict,0.377190692072,31.9012739974,95.7038219922,1.30332473153e-20,108.495318871,36.1651062905,3,2.31278559005e-23,joint excluded-instrument relevance; not conditional strength
joint,lbrent,25,412,diplomatic_tension,0.802717125034,164.087808753,492.26342626,2.2660713509e-106,554.272179055,184.757393018,3,8.2396471502e-120,joint excluded-instrument relevance; not conditional strength
joint,lbrent,25,412,nuclear_threat,0.556768839407,45.2536689361,135.761006808,3.10001557484e-29,154.280661211,51.4268870704,3,3.14241823448e-33,joint excluded-instrument relevance; not conditional strength
joint,lbrent,26,411,military_conflict,0.377377038884,31.9454587428,95.8363762285,1.22057174523e-20,108.663025268,36.2210084226,3,2.12837315992e-23,joint excluded-instrument relevance; not conditional strength
joint,lbrent,26,411,diplomatic_tension,0.802885119557,163.885133659,491.655400978,3.06928558037e-106,553.619892165,184.539964055,3,1.14102755887e-119,joint excluded-instrument relevance; not conditional strength
joint,lbrent,26,411,nuclear_threat,0.55794057157,45.1713899071,135.514169721,3.50408311945e-29,154.111314273,51.3704380908,3,3.41823374881e-33,joint excluded-instrument relevance; not conditional strength
joint,lbrent,27,410,military_conflict,0.377350652907,32.136049753,96.408149259,9.19750398335e-21,109.376742889,36.4589142962,3,1.49438386372e-23,joint excluded-instrument relevance; not conditional strength
joint,lbrent,27,410,diplomatic_tension,0.802517356319,162.362814996,487.088444988,2.9972359293e-105,548.926569411,182.975523137,3,1.18739762184e-118,joint excluded-instrument relevance; not conditional strength
joint,lbrent,27,410,nuclear_threat,0.557908469076,45.1362650389,135.408795117,3.69223833461e-29,154.004603836,51.3348679454,3,3.6043349254e-33,joint excluded-instrument relevance; not conditional strength
joint,lbrent,28,409,military_conflict,0.380273751872,32.2257040355,96.6771121065,8.05115608626e-21,109.752836592,36.5842788641,3,1.24029957578e-23,joint excluded-instrument relevance; not conditional strength
joint,lbrent,28,409,diplomatic_tension,0.802095435969,161.02991216,483.089736479,2.20417857677e-104,544.428236637,181.476078879,3,1.12102790069e-117,joint excluded-instrument relevance; not conditional strength
joint,lbrent,28,409,nuclear_threat,0.558861846825,45.1632285659,135.489685698,3.54692795864e-29,154.114456635,51.371485545,3,3.41290165257e-33,joint excluded-instrument relevance; not conditional strength
joint,lbrent,29,408,military_conflict,0.377120896669,31.7918918998,95.3756756994,1.53312658678e-20,108.355145551,36.1183818502,3,2.4791221908e-23,joint excluded-instrument relevance; not conditional strength
joint,lbrent,29,408,diplomatic_tension,0.80217765364,160.70431154,482.112934621,3.5885491752e-104,543.407060339,181.13568678,3,1.86618994729e-117,joint excluded-instrument relevance; not conditional strength
joint,lbrent,29,408,nuclear_threat,0.558307602305,45.3299287169,135.989786151,2.76723107952e-29,154.692398408,51.5641328027,3,2.56110733395e-33,joint excluded-instrument relevance; not conditional strength
joint,lbrent,30,407,military_conflict,0.377456006121,31.8420500793,95.5261502378,1.42310928177e-20,108.547609054,36.1825363512,3,2.25363437089e-23,joint excluded-instrument relevance; not conditional strength
joint,lbrent,30,407,diplomatic_tension,0.802583841085,160.536634501,481.609903504,4.61237881723e-104,543.34803246,181.11601082,3,1.92198539903e-117,joint excluded-instrument relevance; not conditional strength
joint,lbrent,30,407,nuclear_threat,0.558601175233,45.2477721337,135.743316401,3.12735663311e-29,154.462282247,51.4874274156,3,2.87129430851e-33,joint excluded-instrument relevance; not conditional strength
joint,lbrent,31,406,military_conflict,0.377223374269,31.9594793625,95.8784380876,1.19542697244e-20,108.942829357,36.3142764522,3,1.85283831986e-23,joint excluded-instrument relevance; not conditional strength
joint,lbrent,31,406,diplomatic_tension,0.801977699958,159.761352583,479.28405775,1.47207213974e-103,541.309147754,180.436382585,3,5.3171008844e-117,joint excluded-instrument relevance; not conditional strength
joint,lbrent,31,406,nuclear_threat,0.559963673103,44.9955058257,134.986517477,4.55321049908e-29,153.65334254,51.2177808468,3,4.29151900269e-33,joint excluded-instrument relevance; not conditional strength
joint,lbrent,32,405,military_conflict,0.376432023571,31.965834056,95.897502168,1.18420158229e-20,108.99368626,36.3312287533,3,1.80673152512e-23,joint excluded-instrument relevance; not conditional strength
joint,lbrent,32,405,diplomatic_tension,0.802047236411,159.539266886,478.617800657,2.05259926057e-103,540.76703248,180.255677493,3,6.96910418097e-117,joint excluded-instrument relevance; not conditional strength
joint,lbrent,32,405,nuclear_threat,0.559478082452,44.9468885532,134.84066566,4.89505640822e-29,153.50435618,51.1681187265,3,4.62120308233e-33,joint excluded-instrument relevance; not conditional strength
joint,lbrent,33,404,military_conflict,0.37613281987,31.9124873696,95.7374621088,1.28180672431e-20,108.854409063,36.2848030211,3,1.93581827865e-23,joint excluded-instrument relevance; not conditional strength
joint,lbrent,33,404,diplomatic_tension,0.801518961081,158.946484176,476.839452529,4.98497044131e-103,539.252477522,179.750825841,3,1.48406048437e-116,joint excluded-instrument relevance; not conditional strength
joint,lbrent,33,404,nuclear_threat,0.559135786425,44.9519949744,134.855984923,4.8579772392e-29,153.566798878,51.1889329595,3,4.48005122256e-33,joint excluded-instrument relevance; not conditional strength
joint,lbrent,34,403,military_conflict,0.401006890043,33.3657516342,100.097254903,1.48109842445e-21,114.751916442,38.250638814,3,1.04110456571e-24,joint excluded-instrument relevance; not conditional strength
joint,lbrent,34,403,diplomatic_tension,0.801736881129,156.201222173,468.603666518,3.03580207996e-101,532.060584056,177.353528019,3,5.37336966569e-115,joint excluded-instrument relevance; not conditional strength
joint,lbrent,34,403,nuclear_threat,0.560795633006,44.4250734959,133.275220488,1.06461130245e-28,151.990344016,50.6634480054,3,9.80378794739e-33,joint excluded-instrument relevance; not conditional strength
